Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),Capacity (Ah),mAh/g,ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah)
6777,	05/13/2026 17:32:19.446,6771.8135,178.0015,1,3,-1.6993,3.9150,-6.6530,0.6514,0.6089,2.7207,2.4307,0.6089,0.0000,,,,,
6778,	05/13/2026 17:32:20.446,6772.8136,179.0016,1,3,-1.6995,3.9148,-6.6532,0.6514,0.6093,2.7207,2.4326,0.6093,0.0000,,,,,
6779,	05/13/2026 17:32:21.446,6773.8136,180.0016,1,3,-1.6996,3.9146,-6.6532,0.6514,0.6098,2.7207,2.4344,0.6098,0.0000,,,,,
6780,	05/13/2026 17:32:22.444,6774.8120,181.0000,1,3,-1.6995,3.9145,-6.6525,0.6514,0.6103,2.7207,2.4362,0.6103,0.0000,,,,,
6781,	05/13/2026 17:32:23.446,6775.8136,182.0016,1,3,-1.6993,3.9143,-6.6517,0.6514,0.6108,2.7207,2.4381,0.6108,0.0000,,,,,
6782,	05/13/2026 17:32:24.446,6776.8138,183.0018,1,3,-1.6995,3.9142,-6.6520,0.6514,0.6112,2.7207,2.4400,0.6112,0.0000,,,,,
6783,	05/13/2026 17:32:25.445,6777.8127,184.0007,1,3,-1.6995,3.9139,-6.6515,0.6514,0.6117,2.7207,2.4418,0.6117,0.0000,,,,,
6784,	05/13/2026 17:32:26.444,6778.8121,185.0001,1,3,-1.6994,3.9138,-6.6510,0.6514,0.6122,2.7207,2.4436,0.6122,0.0000,,,,,
6785,	05/13/2026 17:32:27.446,6779.8135,186.0015,1,3,-1.6994,3.9136,-6.6507,0.6514,0.6126,2.7207,2.4455,0.6126,0.0000,,-0.0002,,,
6786,	05/13/2026 17:32:28.446,6780.8137,187.0017,1,3,-1.6995,3.9135,-6.6508,0.6514,0.6131,2.7207,2.4473,0.6131,0.0000,,,,,
6787,	05/13/2026 17:32:29.446,6781.8136,188.0016,1,3,-1.6994,3.9133,-6.6503,0.6514,0.6136,2.7207,2.4492,0.6136,0.0000,,,,,
6788,	05/13/2026 17:32:30.445,6782.8126,189.0006,1,3,-1.6993,3.9131,-6.6495,0.6514,0.6141,2.7207,2.4510,0.6141,0.0000,,,,,
6789,	05/13/2026 17:32:31.444,6783.8122,190.0002,1,3,-1.6993,3.9129,-6.6492,0.6514,0.6145,2.7207,2.4529,0.6145,0.0000,,,,,
6790,	05/13/2026 17:32:32.445,6784.8126,191.0006,1,3,-1.6995,3.9127,-6.6496,0.6514,0.6150,2.7207,2.4547,0.6150,0.0000,,,,,
6791,	05/13/2026 17:32:33.446,6785.8135,192.0015,1,3,-1.6993,3.9126,-6.6487,0.6514,0.6155,2.7207,2.4566,0.6155,0.0000,,,,,
6792,	05/13/2026 17:32:34.444,6786.8121,193.0001,1,3,-1.6995,3.9124,-6.6490,0.6514,0.6159,2.7207,2.4584,0.6159,0.0000,,,,,
6793,	05/13/2026 17:32:35.445,6787.8128,194.0008,1,3,-1.6995,3.9122,-6.6487,0.6514,0.6164,2.7207,2.4603,0.6164,0.0000,,,,,
6794,	05/13/2026 17:32:36.445,6788.8127,195.0007,1,3,-1.6993,3.9119,-6.6476,0.6514,0.6169,2.7207,2.4621,0.6169,0.0000,,,,,
6795,	05/13/2026 17:32:37.446,6789.8137,196.0017,1,3,-1.6994,3.9116,-6.6475,0.6514,0.6174,2.7207,2.4640,0.6174,0.0000,,-0.0002,,,
6796,	05/13/2026 17:32:38.445,6790.8126,197.0006,1,3,-1.6994,3.9115,-6.6471,0.6514,0.6178,2.7207,2.4658,0.6178,0.0000,,,,,
6797,	05/13/2026 17:32:39.445,6791.8133,198.0013,1,3,-1.6994,3.9113,-6.6467,0.6514,0.6183,2.7207,2.4677,0.6183,0.0000,,,,,
6798,	05/13/2026 17:32:40.445,6792.8128,199.0008,1,3,-1.6995,3.9112,-6.6471,0.6514,0.6188,2.7207,2.4695,0.6188,0.0000,,,,,
6799,	05/13/2026 17:32:41.445,6793.8130,200.0010,1,3,-1.6994,3.9110,-6.6464,0.6514,0.6192,2.7207,2.4713,0.6192,0.0000,,,,,
6800,	05/13/2026 17:32:42.446,6794.8142,201.0022,1,3,-1.6994,3.9107,-6.6461,0.6514,0.6197,2.7207,2.4732,0.6197,0.0000,,,,,
6801,	05/13/2026 17:32:43.444,6795.8121,202.0001,1,3,-1.6995,3.9106,-6.6459,0.6514,0.6202,2.7207,2.4750,0.6202,0.0000,,,,,
6802,	05/13/2026 17:32:44.446,6796.8143,203.0023,1,3,-1.6995,3.9104,-6.6456,0.6514,0.6207,2.7207,2.4769,0.6207,0.0000,,,,,
6803,	05/13/2026 17:32:45.446,6797.8137,204.0017,1,3,-1.6994,3.9103,-6.6452,0.6514,0.6211,2.7207,2.4787,0.6211,0.0000,,,,,
6804,	05/13/2026 17:32:46.444,6798.8122,205.0002,1,3,-1.6994,3.9102,-6.6448,0.6514,0.6216,2.7207,2.4806,0.6216,0.0000,,,,,
6805,	05/13/2026 17:32:47.445,6799.8130,206.0010,1,3,-1.6994,3.9101,-6.6449,0.6514,0.6221,2.7207,2.4824,0.6221,0.0000,,,,,
6806,	05/13/2026 17:32:48.446,6800.8136,207.0016,1,3,-1.6994,3.9098,-6.6444,0.6514,0.6226,2.7207,2.4843,0.6226,0.0000,,-0.0002,,,
6807,	05/13/2026 17:32:49.446,6801.8135,208.0015,1,3,-1.6993,3.9097,-6.6438,0.6514,0.6230,2.7207,2.4861,0.6230,0.0000,,,,,
6808,	05/13/2026 17:32:50.445,6802.8126,209.0006,1,3,-1.6994,3.9096,-6.6440,0.6514,0.6235,2.7207,2.4880,0.6235,0.0000,,,,,
6809,	05/13/2026 17:32:51.445,6803.8134,210.0014,1,3,-1.6995,3.9093,-6.6439,0.6514,0.6240,2.7207,2.4898,0.6240,0.0000,,,,,
6810,	05/13/2026 17:32:52.446,6804.8135,211.0015,1,3,-1.6994,3.9092,-6.6431,0.6514,0.6244,2.7207,2.4916,0.6244,0.0000,,,,,
6811,	05/13/2026 17:32:53.445,6805.8133,212.0013,1,3,-1.6992,3.9090,-6.6423,0.6514,0.6249,2.7207,2.4935,0.6249,0.0000,,,,,
6812,	05/13/2026 17:32:54.444,6806.8120,213.0000,1,3,-1.6994,3.9087,-6.6426,0.6514,0.6254,2.7207,2.4953,0.6254,0.0000,,,,,
6813,	05/13/2026 17:32:55.445,6807.8130,214.0010,1,3,-1.6995,3.9085,-6.6425,0.6514,0.6259,2.7207,2.4972,0.6259,0.0000,,,,,
6814,	05/13/2026 17:32:56.445,6808.8127,215.0007,1,3,-1.6994,3.9083,-6.6415,0.6514,0.6263,2.7207,2.4990,0.6263,0.0000,,,,,
6815,	05/13/2026 17:32:57.446,6809.8135,216.0015,1,3,-1.6994,3.9081,-6.6413,0.6514,0.6268,2.7207,2.5009,0.6268,0.0000,,,,,
6816,	05/13/2026 17:32:58.445,6810.8134,217.0014,1,3,-1.6994,3.9079,-6.6411,0.6514,0.6273,2.7207,2.5027,0.6273,0.0000,,,,,
6817,	05/13/2026 17:32:59.446,6811.8138,218.0018,1,3,-1.6994,3.9077,-6.6409,0.6514,0.6277,2.7207,2.5046,0.6277,0.0000,,,,,
6818,	05/13/2026 17:33:00.444,6812.8120,219.0000,1,3,-1.6996,3.9075,-6.6411,0.6514,0.6282,2.7207,2.5064,0.6282,0.0000,,-0.0002,,,
6819,	05/13/2026 17:33:01.444,6813.8121,220.0001,1,3,-1.6995,3.9074,-6.6404,0.6514,0.6287,2.7207,2.5083,0.6287,0.0000,,,,,
6820,	05/13/2026 17:33:02.444,6814.8121,221.0001,1,3,-1.6994,3.9072,-6.6401,0.6514,0.6292,2.7207,2.5101,0.6292,0.0000,,,,,
6821,	05/13/2026 17:33:03.444,6815.8120,222.0000,1,3,-1.6994,3.9071,-6.6396,0.6514,0.6296,2.7207,2.5119,0.6296,0.0000,,,,,
6822,	05/13/2026 17:33:04.445,6816.8129,223.0009,1,3,-1.6993,3.9069,-6.6392,0.6514,0.6301,2.7207,2.5138,0.6301,0.0000,,,,,
6823,	05/13/2026 17:33:05.446,6817.8136,224.0016,1,3,-1.6995,3.9068,-6.6396,0.6514,0.6306,2.7207,2.5156,0.6306,0.0000,,,,,
6824,	05/13/2026 17:33:06.445,6818.8125,225.0005,1,3,-1.6995,3.9066,-6.6391,0.6514,0.6310,2.7207,2.5175,0.6310,0.0000,,,,,
6825,	05/13/2026 17:33:07.446,6819.8136,226.0016,1,3,-1.6994,3.9065,-6.6387,0.6514,0.6315,2.7207,2.5193,0.6315,0.0000,,,,,
6826,	05/13/2026 17:33:08.445,6820.8126,227.0006,1,3,-1.6995,3.9064,-6.6388,0.6514,0.6320,2.7207,2.5212,0.6320,0.0000,,,,2.5859,
6827,	05/13/2026 17:33:09.446,6821.8143,228.0023,1,3,-1.6994,3.9062,-6.6381,0.6514,0.6325,2.7207,2.5230,0.6325,0.0000,,,,,
6828,	05/13/2026 17:33:10.445,6822.8128,229.0008,1,3,-1.6993,3.9059,-6.6373,0.6514,0.6329,2.7207,2.5248,0.6329,0.0000,,,,,
6829,	05/13/2026 17:33:11.444,6823.8120,230.0000,1,3,-1.6994,3.9058,-6.6375,0.6514,0.6334,2.7207,2.5267,0.6334,0.0000,,,,,
6830,	05/13/2026 17:33:12.446,6824.8137,231.0017,1,3,-1.6993,3.9056,-6.6368,0.6514,0.6339,2.7207,2.5285,0.6339,0.0000,,-0.0002,,,
6831,	05/13/2026 17:33:13.444,6825.8122,232.0002,1,3,-1.6994,3.9054,-6.6369,0.6514,0.6343,2.7207,2.5304,0.6343,0.0000,,,,,
6832,	05/13/2026 17:33:14.445,6826.8128,233.0008,1,3,-1.6993,3.9050,-6.6359,0.6514,0.6348,2.7207,2.5322,0.6348,0.0000,,,,,
6833,	05/13/2026 17:33:15.445,6827.8128,234.0008,1,3,-1.6994,3.9050,-6.6362,0.6514,0.6353,2.7207,2.5341,0.6353,0.0000,,,,,
6834,	05/13/2026 17:33:16.445,6828.8129,235.0009,1,3,-1.6994,3.9047,-6.6356,0.6514,0.6358,2.7207,2.5359,0.6358,0.0000,,,,,
6835,	05/13/2026 17:33:17.446,6829.8143,236.0023,1,3,-1.6995,3.9044,-6.6357,0.6514,0.6362,2.7207,2.5377,0.6362,0.0000,,,,,
6836,	05/13/2026 17:33:18.446,6830.8136,237.0016,1,3,-1.6994,3.9044,-6.6350,0.6514,0.6367,2.7207,2.5396,0.6367,0.0000,,,,,
6837,	05/13/2026 17:33:19.446,6831.8136,238.0016,1,3,-1.6995,3.9042,-6.6353,0.6514,0.6372,2.7207,2.5414,0.6372,0.0000,,,,,
6838,	05/13/2026 17:33:20.446,6832.8136,239.0016,1,3,-1.6994,3.9040,-6.6347,0.6514,0.6377,2.7207,2.5433,0.6377,0.0000,,,,,
6839,	05/13/2026 17:33:21.446,6833.8135,240.0015,1,3,-1.6994,3.9038,-6.6341,0.6514,0.6381,2.7207,2.5451,0.6381,0.0000,,,,,
6840,	05/13/2026 17:33:22.445,6834.8128,241.0008,1,3,-1.6995,3.9037,-6.6343,0.6514,0.6386,2.7207,2.5470,0.6386,0.0000,,,,,
6841,	05/13/2026 17:33:23.445,6835.8128,242.0008,1,3,-1.6994,3.9035,-6.6335,0.6514,0.6391,2.7207,2.5488,0.6391,0.0000,,,,,
6842,	05/13/2026 17:33:24.444,6836.8122,243.0002,1,3,-1.6994,3.9034,-6.6335,0.6514,0.6395,2.7207,2.5506,0.6395,0.0000,,-0.0002,,,
6843,	05/13/2026 17:33:25.444,6837.8121,244.0001,1,3,-1.6994,3.9033,-6.6334,0.6514,0.6400,2.7207,2.5525,0.6400,0.0000,,,,,
6844,	05/13/2026 17:33:26.446,6838.8135,245.0015,1,3,-1.6995,3.9032,-6.6333,0.6514,0.6405,2.7207,2.5543,0.6405,0.0000,,,,,
6845,	05/13/2026 17:33:27.446,6839.8140,246.0020,1,3,-1.6993,3.9029,-6.6323,0.6514,0.6410,2.7207,2.5562,0.6410,0.0000,,,,,
6846,	05/13/2026 17:33:28.444,6840.8121,247.0001,1,3,-1.6994,3.9028,-6.6325,0.6514,0.6414,2.7207,2.5580,0.6414,0.0000,,,,,
6847,	05/13/2026 17:33:29.445,6841.8128,248.0008,1,3,-1.6993,3.9026,-6.6318,0.6514,0.6419,2.7207,2.5599,0.6419,0.0000,,,,,
6848,	05/13/2026 17:33:30.445,6842.8130,249.0010,1,3,-1.6993,3.9025,-6.6314,0.6514,0.6424,2.7207,2.5617,0.6424,0.0000,,,,,
6849,	05/13/2026 17:33:31.446,6843.8135,250.0015,1,3,-1.6995,3.9023,-6.6318,0.6514,0.6428,2.7207,2.5635,0.6428,0.0000,,,,,
6850,	05/13/2026 17:33:32.445,6844.8134,251.0014,1,3,-1.6994,3.9020,-6.6309,0.6514,0.6433,2.7207,2.5654,0.6433,0.0000,,,,,
6851,	05/13/2026 17:33:33.446,6845.8137,252.0017,1,3,-1.6993,3.9017,-6.6303,0.6514,0.6438,2.7207,2.5672,0.6438,0.0000,,,,,
6852,	05/13/2026 17:33:34.445,6846.8128,253.0008,1,3,-1.6994,3.9016,-6.6303,0.6514,0.6443,2.7207,2.5691,0.6443,0.0000,,,,,
6853,	05/13/2026 17:33:35.446,6847.8143,254.0023,1,3,-1.6995,3.9014,-6.6304,0.6514,0.6447,2.7207,2.5709,0.6447,0.0000,,,,,
6854,	05/13/2026 17:33:36.446,6848.8142,255.0022,1,3,-1.6995,3.9012,-6.6300,0.6514,0.6452,2.7207,2.5727,0.6452,0.0000,,-0.0002,,,
6855,	05/13/2026 17:33:37.445,6849.8128,256.0008,1,3,-1.6993,3.9011,-6.6292,0.6514,0.6457,2.7207,2.5746,0.6457,0.0000,,,,,
6856,	05/13/2026 17:33:38.445,6850.8127,257.0007,1,3,-1.6994,3.9008,-6.6290,0.6514,0.6461,2.7207,2.5764,0.6461,0.0000,,,,,
6857,	05/13/2026 17:33:39.446,6851.8138,258.0018,1,3,-1.6994,3.9006,-6.6289,0.6514,0.6466,2.7207,2.5783,0.6466,0.0000,,,,,
6858,	05/13/2026 17:33:40.446,6852.8135,259.0015,1,3,-1.6993,3.9004,-6.6280,0.6514,0.6471,2.7207,2.5801,0.6471,0.0000,,,,,
6859,	05/13/2026 17:33:41.444,6853.8122,260.0002,1,3,-1.6994,3.9004,-6.6283,0.6514,0.6476,2.7207,2.5819,0.6476,0.0000,,,,,
6860,	05/13/2026 17:33:42.445,6854.8125,261.0005,1,3,-1.6992,3.9003,-6.6276,0.6514,0.6480,2.7207,2.5838,0.6480,0.0000,,,,,
6861,	05/13/2026 17:33:43.445,6855.8128,262.0008,1,3,-1.6995,3.9001,-6.6284,0.6514,0.6485,2.7207,2.5856,0.6485,0.0000,,,,,
6862,	05/13/2026 17:33:44.446,6856.8140,263.0020,1,3,-1.6995,3.9000,-6.6282,0.6514,0.6490,2.7207,2.5875,0.6490,0.0000,,,,,
6863,	05/13/2026 17:33:45.445,6857.8128,264.0008,1,3,-1.6994,3.8998,-6.6274,0.6514,0.6495,2.7207,2.5893,0.6495,0.0000,,,,,
6864,	05/13/2026 17:33:46.445,6858.8129,265.0009,1,3,-1.6994,3.8996,-6.6268,0.6514,0.6499,2.7207,2.5912,0.6499,0.0000,,-0.0002,,,
6865,	05/13/2026 17:33:47.446,6859.8135,266.0015,1,3,-1.6994,3.8994,-6.6266,0.6514,0.6504,2.7207,2.5930,0.6504,0.0000,,,,,
6866,	05/13/2026 17:33:48.445,6860.8127,267.0007,1,3,-1.6994,3.8993,-6.6263,0.6514,0.6509,2.7207,2.5948,0.6509,0.0000,,,,,
6867,	05/13/2026 17:33:49.445,6861.8127,268.0007,1,3,-1.6994,3.8992,-6.6261,0.6514,0.6513,2.7207,2.5967,0.6513,0.0000,,,,,
6868,	05/13/2026 17:33:50.445,6862.8128,269.0008,1,3,-1.6995,3.8989,-6.6261,0.6514,0.6518,2.7207,2.5985,0.6518,0.0000,,,,,
6869,	05/13/2026 17:33:51.446,6863.8135,270.0015,1,3,-1.6994,3.8986,-6.6253,0.6514,0.6523,2.7207,2.6004,0.6523,0.0000,,,,,
6870,	05/13/2026 17:33:52.445,6864.8128,271.0008,1,3,-1.6994,3.8984,-6.6250,0.6514,0.6528,2.7207,2.6022,0.6528,0.0000,,,,,
6871,	05/13/2026 17:33:53.445,6865.8131,272.0011,1,3,-1.6994,3.8982,-6.6246,0.6514,0.6532,2.7207,2.6040,0.6532,0.0000,,,,,
6872,	05/13/2026 17:33:54.445,6866.8127,273.0007,1,3,-1.6995,3.8982,-6.6248,0.6514,0.6537,2.7207,2.6059,0.6537,0.0000,,,,,
6873,	05/13/2026 17:33:55.445,6867.8128,274.0008,1,3,-1.6994,3.8979,-6.6240,0.6514,0.6542,2.7207,2.6077,0.6542,0.0000,,,,,
6874,	05/13/2026 17:33:56.445,6868.8129,275.0009,1,3,-1.6994,3.8977,-6.6237,0.6514,0.6546,2.7207,2.6096,0.6546,0.0000,,,,,
6875,	05/13/2026 17:33:57.446,6869.8137,276.0017,1,3,-1.6996,3.8976,-6.6242,0.6514,0.6551,2.7207,2.6114,0.6551,0.0000,,-0.0002,,,
6876,	05/13/2026 17:33:58.445,6870.8125,277.0005,1,3,-1.6994,3.8973,-6.6233,0.6514,0.6556,2.7207,2.6132,0.6556,0.0000,,,,,
6877,	05/13/2026 17:33:59.446,6871.8135,278.0015,1,3,-1.6995,3.8973,-6.6232,0.6514,0.6561,2.7207,2.6151,0.6561,0.0000,,,,,
6878,	05/13/2026 17:34:00.445,6872.8129,279.0009,1,3,-1.6994,3.8971,-6.6226,0.6514,0.6565,2.7207,2.6169,0.6565,0.0000,,,,,
6879,	05/13/2026 17:34:01.446,6873.8137,280.0017,1,3,-1.6992,3.8970,-6.6219,0.6514,0.6570,2.7207,2.6188,0.6570,0.0000,,,,,
6880,	05/13/2026 17:34:02.446,6874.8137,281.0017,1,3,-1.6995,3.8968,-6.6226,0.6514,0.6575,2.7207,2.6206,0.6575,0.0000,,,,,
6881,	05/13/2026 17:34:03.446,6875.8135,282.0015,1,3,-1.6994,3.8966,-6.6221,0.6514,0.6579,2.7207,2.6224,0.6579,0.0000,,,,,
6882,	05/13/2026 17:34:04.445,6876.8129,283.0009,1,3,-1.6995,3.8966,-6.6223,0.6514,0.6584,2.7207,2.6243,0.6584,0.0000,,,,,
6883,	05/13/2026 17:34:05.446,6877.8135,284.0015,1,3,-1.6994,3.8963,-6.6213,0.6514,0.6589,2.7207,2.6261,0.6589,0.0000,,,,2.6835,0.3798
6884,	05/13/2026 17:34:06.445,6878.8126,285.0006,1,3,-1.6994,3.8961,-6.6209,0.6514,0.6594,2.7207,2.6279,0.6594,0.0000,,,,,
6885,	05/13/2026 17:34:07.445,6879.8127,286.0007,1,3,-1.6994,3.8960,-6.6209,0.6514,0.6598,2.7207,2.6298,0.6598,0.0000,,,,,
6886,	05/13/2026 17:34:08.445,6880.8127,287.0007,1,3,-1.6995,3.8958,-6.6208,0.6514,0.6603,2.7207,2.6316,0.6603,0.0000,,,,,
6887,	05/13/2026 17:34:09.445,6881.8129,288.0009,1,3,-1.6993,3.8955,-6.6198,0.6514,0.6608,2.7207,2.6335,0.6608,0.0000,,-0.0002,,,
6888,	05/13/2026 17:34:10.444,6882.8122,289.0002,1,3,-1.6993,3.8953,-6.6193,0.6514,0.6613,2.7207,2.6353,0.6613,0.0000,,,,,
6889,	05/13/2026 17:34:11.445,6883.8129,290.0009,1,3,-1.6994,3.8951,-6.6193,0.6514,0.6617,2.7207,2.6371,0.6617,0.0000,,,,,
6890,	05/13/2026 17:34:12.446,6884.8137,291.0017,1,3,-1.6994,3.8949,-6.6190,0.6514,0.6622,2.7207,2.6390,0.6622,0.0000,,,,,
6891,	05/13/2026 17:34:13.446,6885.8138,292.0018,1,3,-1.6993,3.8947,-6.6183,0.6514,0.6627,2.7207,2.6408,0.6627,0.0000,,,,,
6892,	05/13/2026 17:34:14.445,6886.8128,293.0008,1,3,-1.6994,3.8945,-6.6185,0.6514,0.6631,2.7207,2.6427,0.6631,0.0000,,,,,
6893,	05/13/2026 17:34:15.445,6887.8128,294.0008,1,3,-1.6993,3.8944,-6.6178,0.6514,0.6636,2.7207,2.6445,0.6636,0.0000,,,,,
6894,	05/13/2026 17:34:16.446,6888.8137,295.0017,1,3,-1.6994,3.8942,-6.6179,0.6514,0.6641,2.7207,2.6463,0.6641,0.0000,,,,,
6895,	05/13/2026 17:34:17.445,6889.8129,296.0009,1,3,-1.6994,3.8941,-6.6176,0.6514,0.6646,2.7207,2.6482,0.6646,0.0000,,,,,
6896,	05/13/2026 17:34:18.444,6890.8121,297.0001,1,3,-1.6994,3.8938,-6.6173,0.6514,0.6650,2.7207,2.6500,0.6650,0.0000,,,,,
6897,	05/13/2026 17:34:19.445,6891.8129,298.0009,1,3,-1.6994,3.8937,-6.6171,0.6514,0.6655,2.7207,2.6518,0.6655,0.0000,,,,,
6898,	05/13/2026 17:34:20.444,6892.8121,299.0001,1,3,-1.6993,3.8935,-6.6164,0.6514,0.6660,2.7207,2.6537,0.6660,0.0000,,-0.0002,,,
6899,	05/13/2026 17:34:21.446,6893.8142,300.0022,1,3,-1.6995,3.8934,-6.6167,0.6514,0.6664,2.7207,2.6555,0.6664,0.0000,,,,,
6900,	05/13/2026 17:34:22.444,6894.8120,301.0000,1,3,-1.6994,3.8933,-6.6161,0.6514,0.6669,2.7207,2.6574,0.6669,0.0000,,,,,
6901,	05/13/2026 17:34:23.446,6895.8136,302.0016,1,3,-1.6994,3.8931,-6.6159,0.6514,0.6674,2.7207,2.6592,0.6674,0.0000,,,,,
6902,	05/13/2026 17:34:24.444,6896.8121,303.0001,1,3,-1.6993,3.8930,-6.6152,0.6514,0.6679,2.7207,2.6610,0.6679,0.0000,,,,,
6903,	05/13/2026 17:34:25.447,6897.8145,304.0025,1,3,-1.6994,3.8927,-6.6154,0.6514,0.6683,2.7207,2.6629,0.6683,0.0000,,,,,
6904,	05/13/2026 17:34:26.445,6898.8128,305.0008,1,3,-1.6994,3.8925,-6.6150,0.6514,0.6688,2.7207,2.6647,0.6688,0.0000,,,,,
6905,	05/13/2026 17:34:27.445,6899.8128,306.0008,1,3,-1.6994,3.8924,-6.6147,0.6514,0.6693,2.7207,2.6665,0.6693,0.0000,,,,,
6906,	05/13/2026 17:34:28.445,6900.8127,307.0007,1,3,-1.6993,3.8922,-6.6141,0.6514,0.6697,2.7207,2.6684,0.6697,0.0000,,,,,
6907,	05/13/2026 17:34:29.444,6901.8120,308.0000,1,3,-1.6992,3.8921,-6.6135,0.6514,0.6702,2.7207,2.6702,0.6702,0.0000,,,,,
6908,	05/13/2026 17:34:30.446,6902.8135,309.0015,1,3,-1.6994,3.8918,-6.6138,0.6514,0.6707,2.7207,2.6721,0.6707,0.0000,,,,,
6909,	05/13/2026 17:34:31.444,6903.8121,310.0001,1,3,-1.6994,3.8915,-6.6131,0.6514,0.6712,2.7207,2.6739,0.6712,0.0000,,-0.0002,,,
6910,	05/13/2026 17:34:32.445,6904.8127,311.0007,1,3,-1.6995,3.8914,-6.6133,0.6514,0.6716,2.7207,2.6757,0.6716,0.0000,,,,,
6911,	05/13/2026 17:34:33.446,6905.8135,312.0015,1,3,-1.6993,3.8912,-6.6124,0.6514,0.6721,2.7207,2.6776,0.6721,0.0000,,,,,
6912,	05/13/2026 17:34:34.444,6906.8121,313.0001,1,3,-1.6994,3.8910,-6.6123,0.6514,0.6726,2.7207,2.6794,0.6726,0.0000,,,,,
6913,	05/13/2026 17:34:35.445,6907.8127,314.0007,1,3,-1.6994,3.8909,-6.6122,0.6514,0.6730,2.7207,2.6812,0.6730,0.0000,,,,,
6914,	05/13/2026 17:34:36.444,6908.8120,315.0000,1,3,-1.6992,3.8908,-6.6114,0.6514,0.6735,2.7207,2.6831,0.6735,0.0000,,,,,
6915,	05/13/2026 17:34:37.445,6909.8126,316.0006,1,3,-1.6994,3.8905,-6.6115,0.6514,0.6740,2.7207,2.6849,0.6740,0.0000,,,,,
6916,	05/13/2026 17:34:38.445,6910.8133,317.0013,1,3,-1.6994,3.8903,-6.6111,0.6514,0.6745,2.7207,2.6867,0.6745,0.0000,,,,,
6917,	05/13/2026 17:34:39.445,6911.8128,318.0008,1,3,-1.6995,3.8902,-6.6113,0.6514,0.6749,2.7207,2.6886,0.6749,0.0000,,,,,
6918,	05/13/2026 17:34:40.445,6912.8127,319.0007,1,3,-1.6994,3.8901,-6.6108,0.6514,0.6754,2.7207,2.6904,0.6754,0.0000,,,,,
6919,	05/13/2026 17:34:41.446,6913.8143,320.0023,1,3,-1.6993,3.8900,-6.6103,0.6514,0.6759,2.7207,2.6922,0.6759,0.0000,,,,,
6920,	05/13/2026 17:34:42.445,6914.8127,321.0007,1,3,-1.6995,3.8898,-6.6107,0.6514,0.6764,2.7207,2.6941,0.6764,0.0000,,-0.0002,,,
6921,	05/13/2026 17:34:43.446,6915.8136,322.0016,1,3,-1.6994,3.8897,-6.6101,0.6514,0.6768,2.7207,2.6959,0.6768,0.0000,,,,,
6922,	05/13/2026 17:34:44.444,6916.8124,323.0004,1,3,-1.6993,3.8894,-6.6094,0.6514,0.6773,2.7207,2.6978,0.6773,0.0000,,,,,
6923,	05/13/2026 17:34:45.444,6917.8121,324.0001,1,3,-1.6994,3.8893,-6.6094,0.6514,0.6778,2.7207,2.6996,0.6778,0.0000,,,,,
6924,	05/13/2026 17:34:46.445,6918.8127,325.0007,1,3,-1.6993,3.8891,-6.6087,0.6514,0.6782,2.7207,2.7014,0.6782,0.0000,,,,,
6925,	05/13/2026 17:34:47.444,6919.8120,326.0000,1,3,-1.6994,3.8889,-6.6089,0.6514,0.6787,2.7207,2.7033,0.6787,0.0000,,,,,
6926,	05/13/2026 17:34:48.446,6920.8138,327.0018,1,3,-1.6994,3.8887,-6.6083,0.6514,0.6792,2.7207,2.7051,0.6792,0.0000,,,,,
6927,	05/13/2026 17:34:49.446,6921.8136,328.0016,1,3,-1.6992,3.8885,-6.6074,0.6514,0.6797,2.7207,2.7069,0.6797,0.0000,,,,,
6928,	05/13/2026 17:34:50.446,6922.8136,329.0016,1,3,-1.6994,3.8882,-6.6076,0.6514,0.6801,2.7207,2.7088,0.6801,0.0000,,,,,
6929,	05/13/2026 17:34:51.444,6923.8120,330.0000,1,3,-1.6995,3.8881,-6.6077,0.6514,0.6806,2.7207,2.7106,0.6806,0.0000,,,,,
6930,	05/13/2026 17:34:52.446,6924.8142,331.0022,1,3,-1.6995,3.8878,-6.6073,0.6514,0.6811,2.7207,2.7124,0.6811,0.0000,,-0.0002,,,
6931,	05/13/2026 17:34:53.445,6925.8128,332.0008,1,3,-1.6993,3.8877,-6.6062,0.6514,0.6815,2.7207,2.7143,0.6815,0.0000,,,,,
6932,	05/13/2026 17:34:54.444,6926.8121,333.0001,1,3,-1.6994,3.8875,-6.6063,0.6514,0.6820,2.7207,2.7161,0.6820,0.0000,,,,,
6933,	05/13/2026 17:34:55.446,6927.8136,334.0016,1,3,-1.6994,3.8873,-6.6060,0.6514,0.6825,2.7207,2.7180,0.6825,0.0000,,,,,
6934,	05/13/2026 17:34:56.446,6928.8138,335.0018,1,3,-1.6995,3.8872,-6.6062,0.6514,0.6830,2.7207,2.7198,0.6830,0.0000,,,,,
6935,	05/13/2026 17:34:57.444,6929.8120,336.0000,1,3,-1.6993,3.8870,-6.6052,0.6514,0.6834,2.7207,2.7216,0.6834,0.0000,,,,,
